"State","Season","Week ending date","Age Category","Sex","Race","Rate Type","Weekly Rate","Cumulative Rate"
"All","2021-22","2022-08-06","≥75 years","All","All","Observed","60.0","2141.5"
"All","2021-22","2022-07-30","≥75 years","All","All","Observed","56.9","2081.4"
"All","2021-22","2022-07-23","≥75 years","All","All","Observed","58.0","2024.5"
"All","2021-22","2022-07-16","≥75 years","All","All","Observed","54.2","1966.5"
"All","2021-22","2022-07-09","≥75 years","All","All","Observed","53.4","1912.3"
"All","2021-22","2022-07-02","≥75 years","All","All","Observed","49.9","1859.0"
"All","2021-22","2022-06-25","≥75 years","All","All","Observed","50.3","1809.1"
"All","2021-22","2022-06-18","≥75 years","All","All","Observed","45.0","1758.8"
"All","2021-22","2022-06-11","≥75 years","All","All","Observed","45.5","1713.8"
"All","2021-22","2022-06-04","≥75 years","All","All","Observed","45.8","1668.3"
"All","2021-22","2022-05-28","≥75 years","All","All","Observed","46.3","1622.5"
"All","2021-22","2022-05-21","≥75 years","All","All","Observed","47.3","1576.3"
"All","2021-22","2022-05-14","≥75 years","All","All","Observed","46.0","1529.0"
"All","2021-22","2022-05-07","≥75 years","All","All","Observed","39.8","1483.0"
"All","2021-22","2022-04-30","≥75 years","All","All","Observed","31.3","1443.2"
"All","2021-22","2022-04-23","≥75 years","All","All","Observed","24.8","1412.0"
"All","2021-22","2022-04-16","≥75 years","All","All","Observed","19.3","1387.2"
"All","2021-22","2022-04-09","≥75 years","All","All","Observed","15.1","1367.9"
"All","2021-22","2022-04-02","≥75 years","All","All","Observed","10.4","1352.8"
"All","2021-22","2022-03-26","≥75 years","All","All","Observed","11.0","1342.4"
"All","2021-22","2022-03-19","≥75 years","All","All","Observed","14.1","1331.4"
"All","2021-22","2022-03-12","≥75 years","All","All","Observed","15.9","1317.3"
"All","2021-22","2022-03-05","≥75 years","All","All","Observed","21.2","1301.4"
"All","2021-22","2022-02-26","≥75 years","All","All","Observed","28.7","1280.1"
"All","2021-22","2022-02-19","≥75 years","All","All","Observed","34.5","1251.5"
"All","2021-22","2022-02-12","≥75 years","All","All","Observed","54.3","1217.0"
"All","2021-22","2022-02-05","≥75 years","All","All","Observed","72.3","1162.7"
"All","2021-22","2022-01-29","≥75 years","All","All","Observed","97.6","1090.4"
"All","2021-22","2022-01-22","≥75 years","All","All","Observed","125.4","992.8"
"All","2021-22","2022-01-15","≥75 years","All","All","Observed","143.2","867.4"
"All","2021-22","2022-01-08","≥75 years","All","All","Observed","140.7","724.2"
"All","2021-22","2022-01-01","≥75 years","All","All","Observed","103.1","583.5"
"All","2021-22","2021-12-25","≥75 years","All","All","Observed","56.3","480.5"
"All","2021-22","2021-12-18","≥75 years","All","All","Observed","48.2","424.1"
"All","2021-22","2021-12-11","≥75 years","All","All","Observed","50.4","375.9"
"All","2021-22","2021-12-04","≥75 years","All","All","Observed","46.8","325.5"
"All","2021-22","2021-11-27","≥75 years","All","All","Observed","42.1","278.7"
"All","2021-22","2021-11-20","≥75 years","All","All","Observed","38.7","236.6"
"All","2021-22","2021-11-13","≥75 years","All","All","Observed","37.1","197.9"
"All","2021-22","2021-11-06","≥75 years","All","All","Observed","31.6","160.8"
"All","2021-22","2021-10-30","≥75 years","All","All","Observed","31.1","129.2"
"All","2021-22","2021-10-23","≥75 years","All","All","Observed","32.0","98.1"
"All","2021-22","2021-10-16","≥75 years","All","All","Observed","32.2","66.1"
"All","2021-22","2021-10-09","≥75 years","All","All","Observed","33.8","33.8"
"OR","2021-22","2021-10-09","≥75 years","All","All","Observed","14.4","14.4"
"OR","2021-22","2021-10-16","≥75 years","All","All","Observed","21.1","35.4"
"OR","2021-22","2021-10-23","≥75 years","All","All","Observed","29.7","65.1"
"OR","2021-22","2021-10-30","≥75 years","All","All","Observed","25.9","91.0"
"OR","2021-22","2021-11-06","≥75 years","All","All","Observed","23.9","114.9"
"OR","2021-22","2021-11-13","≥75 years","All","All","Observed","20.1","135.0"
"OR","2021-22","2021-11-20","≥75 years","All","All","Observed","21.1","156.1"
"OR","2021-22","2021-11-27","≥75 years","All","All","Observed","23.0","179.1"
"OR","2021-22","2021-12-04","≥75 years","All","All","Observed","23.0","202.1"
"OR","2021-22","2021-12-11","≥75 years","All","All","Observed","14.4","216.4"
"OR","2021-22","2021-12-18","≥75 years","All","All","Observed","17.2","233.7"
"OR","2021-22","2021-12-25","≥75 years","All","All","Observed","18.2","251.9"
"OR","2021-22","2022-01-01","≥75 years","All","All","Observed","43.1","295.0"
"OR","2021-22","2022-01-08","≥75 years","All","All","Observed","65.1","360.1"
"OR","2021-22","2022-01-15","≥75 years","All","All","Observed","72.8","432.9"
"OR","2021-22","2022-01-22","≥75 years","All","All","Observed","91.0","523.8"
"OR","2021-22","2022-01-29","≥75 years","All","All","Observed","80.4","604.3"
"OR","2021-22","2022-02-05","≥75 years","All","All","Observed","71.8","676.1"
"OR","2021-22","2022-02-12","≥75 years","All","All","Observed","64.2","740.3"
"MI","2021-22","2022-02-12","≥75 years","All","All","Observed","69.7","1602.8"
"MI","2021-22","2022-02-05","≥75 years","All","All","Observed","68.5","1533.1"
"MI","2021-22","2022-01-29","≥75 years","All","All","Observed","82.4","1464.6"
"MI","2021-22","2022-01-22","≥75 years","All","All","Observed","109.1","1382.2"
"MI","2021-22","2022-01-15","≥75 years","All","All","Observed","121.7","1273.1"
"MI","2021-22","2022-01-08","≥75 years","All","All","Observed","136.9","1151.4"
"MI","2021-22","2022-01-01","≥75 years","All","All","Observed","72.3","1014.4"
"MI","2021-22","2021-12-25","≥75 years","All","All","Observed","79.9","942.2"
"MI","2021-22","2021-12-18","≥75 years","All","All","Observed","77.4","862.3"
"MI","2021-22","2021-12-11","≥75 years","All","All","Observed","110.3","784.9"
"MI","2021-22","2021-12-04","≥75 years","All","All","Observed","128.1","674.6"
"MI","2021-22","2021-11-27","≥75 years","All","All","Observed","104.0","546.5"
"MI","2021-22","2021-11-20","≥75 years","All","All","Observed","96.4","442.6"
"MI","2021-22","2021-11-13","≥75 years","All","All","Observed","78.6","346.2"
"MI","2021-22","2021-11-06","≥75 years","All","All","Observed","73.5","267.6"
"MI","2021-22","2021-10-30","≥75 years","All","All","Observed","49.5","194.0"
"MI","2021-22","2021-10-23","≥75 years","All","All","Observed","50.7","144.6"
"MI","2021-22","2021-10-16","≥75 years","All","All","Observed","53.3","93.8"
"MI","2021-22","2021-10-09","≥75 years","All","All","Observed","40.6","40.6"
"MI","2021-22","2022-02-19","≥75 years","All","All","Observed","41.8","1644.7"
"MI","2021-22","2022-02-26","≥75 years","All","All","Observed","36.8","1681.4"
"MI","2021-22","2022-03-05","≥75 years","All","All","Observed","24.1","1705.5"
"MI","2021-22","2022-03-12","≥75 years","All","All","Observed","12.7","1718.2"
"MI","2021-22","2022-03-19","≥75 years","All","All","Observed","16.5","1734.7"
"MI","2021-22","2022-03-26","≥75 years","All","All","Observed","16.5","1751.2"
"MI","2021-22","2022-04-02","≥75 years","All","All","Observed","8.9","1760.1"
"MI","2021-22","2022-04-09","≥75 years","All","All","Observed","15.2","1775.3"
"MI","2021-22","2022-04-16","≥75 years","All","All","Observed","13.9","1789.2"
"MI","2021-22","2022-04-23","≥75 years","All","All","Observed","30.4","1819.7"
"MI","2021-22","2022-04-30","≥75 years","All","All","Observed","33.0","1852.6"
"MI","2021-22","2022-05-07","≥75 years","All","All","Observed","36.8","1889.4"
"MI","2021-22","2022-05-14","≥75 years","All","All","Observed","60.9","1950.3"
"MI","2021-22","2022-05-21","≥75 years","All","All","Observed","34.2","1984.5"
"MI","2021-22","2022-05-28","≥75 years","All","All","Observed","44.4","2028.9"
"MI","2021-22","2022-06-04","≥75 years","All","All","Observed","38.0","2066.9"
"MI","2021-22","2022-06-11","≥75 years","All","All","Observed","31.7","2098.6"
"MI","2021-22","2022-06-18","≥75 years","All","All","Observed","25.4","2124.0"
"MI","2021-22","2022-06-25","≥75 years","All","All","Observed","36.8","2160.8"
"MI","2021-22","2022-07-02","≥75 years","All","All","Observed","22.8","2183.6"
"MI","2021-22","2022-07-09","≥75 years","All","All","Observed","29.2","2212.8"
"MI","2021-22","2022-07-16","≥75 years","All","All","Observed","39.3","2252.1"
"MI","2021-22","2022-07-23","≥75 years","All","All","Observed","43.1","2295.2"
"MI","2021-22","2022-07-30","≥75 years","All","All","Observed","48.2","2343.4"
"MI","2021-22","2022-08-06","≥75 years","All","All","Observed","53.3","2396.6"
"MI","2021-22","2022-08-13","≥75 years","All","All","Observed","44.4","2441.0"
"MI","2021-22","2022-08-20","≥75 years","All","All","Observed","71.0","2512.0"
"MI","2021-22","2022-08-27","≥75 years","All","All","Observed","64.7","2576.7"
"MI","2021-22","2022-09-03","≥75 years","All","All","Observed","45.6","2622.3"
"MI","2021-22","2022-09-10","≥75 years","All","All","Observed","46.9","2669.3"
"MI","2021-22","2022-09-17","≥75 years","All","All","Observed","55.8","2725.0"
"MI","2021-22","2022-09-24","≥75 years","All","All","Observed","64.7","2789.7"
"MI","2021-22","2022-10-01","≥75 years","All","All","Observed","50.7","2840.4"
"MN","2021-22","2021-10-09","≥75 years","All","All","Observed","38.8","38.8"
"MN","2021-22","2021-10-16","≥75 years","All","All","Observed","38.8","77.6"
"MN","2021-22","2021-10-23","≥75 years","All","All","Observed","37.1","114.8"
"MN","2021-22","2021-10-30","≥75 years","All","All","Observed","44.9","159.7"
"MN","2021-22","2021-11-06","≥75 years","All","All","Observed","60.4","220.1"
"MN","2021-22","2021-11-13","≥75 years","All","All","Observed","85.9","306.1"
"MN","2021-22","2021-11-20","≥75 years","All","All","Observed","68.2","374.3"
"MN","2021-22","2021-11-27","≥75 years","All","All","Observed","79.3","453.6"
"MN","2021-22","2021-12-04","≥75 years","All","All","Observed","90.4","543.9"
"MN","2021-22","2021-12-11","≥75 years","All","All","Observed","67.1","611.0"
"MN","2021-22","2021-12-18","≥75 years","All","All","Observed","52.1","663.1"
"MN","2021-22","2021-12-25","≥75 years","All","All","Observed","48.2","711.4"
"MN","2021-22","2022-01-01","≥75 years","All","All","Observed","57.7","769.0"
"MN","2021-22","2022-01-08","≥75 years","All","All","Observed","79.8","848.9"
"MN","2021-22","2022-01-15","≥75 years","All","All","Observed","97.6","946.5"
"MN","2021-22","2022-01-22","≥75 years","All","All","Observed","92.0","1038.5"
"MN","2021-22","2022-01-29","≥75 years","All","All","Observed","71.5","1110.0"
"MN","2021-22","2022-02-05","≥75 years","All","All","Observed","54.9","1164.9"
"MN","2021-22","2022-02-12","≥75 years","All","All","Observed","42.7","1207.6"
"OR","2021-22","2022-02-19","≥75 years","All","All","Observed","45.0","785.3"
"OR","2021-22","2022-02-26","≥75 years","All","All","Observed","34.5","819.8"
"OR","2021-22","2022-03-05","≥75 years","All","All","Observed","31.6","851.4"
"OR","2021-22","2022-03-12","≥75 years","All","All","Observed","24.9","876.3"
"OR","2021-22","2022-03-19","≥75 years","All","All","Observed","21.1","897.3"
"OR","2021-22","2022-03-26","≥75 years","All","All","Observed","11.5","908.8"
"OR","2021-22","2022-04-02","≥75 years","All","All","Observed","8.6","917.4"
"OR","2021-22","2022-04-09","≥75 years","All","All","Observed","11.5","928.9"
"OR","2021-22","2022-04-16","≥75 years","All","All","Observed","13.4","942.3"
"OR","2021-22","2022-04-23","≥75 years","All","All","Observed","22.0","964.4"
"OR","2021-22","2022-04-30","≥75 years","All","All","Observed","33.5","997.9"
"OR","2021-22","2022-05-07","≥75 years","All","All","Observed","40.2","1038.1"
"OR","2021-22","2022-05-14","≥75 years","All","All","Observed","47.9","1086.0"
"OR","2021-22","2022-05-21","≥75 years","All","All","Observed","59.4","1145.4"
"OR","2021-22","2022-05-28","≥75 years","All","All","Observed","52.7","1198.0"
"OR","2021-22","2022-06-04","≥75 years","All","All","Observed","56.5","1254.5"
"OR","2021-22","2022-06-11","≥75 years","All","All","Observed","45.0","1299.5"
"OR","2021-22","2022-06-18","≥75 years","All","All","Observed","44.1","1343.6"
"OR","2021-22","2022-06-25","≥75 years","All","All","Observed","55.5","1399.1"
"OR","2021-22","2022-07-02","≥75 years","All","All","Observed","51.7","1450.8"
"OR","2021-22","2022-07-09","≥75 years","All","All","Observed","43.1","1493.9"
"OR","2021-22","2022-07-16","≥75 years","All","All","Observed","48.8","1542.8"
"OR","2021-22","2022-07-23","≥75 years","All","All","Observed","56.5","1599.3"
"OR","2021-22","2022-07-30","≥75 years","All","All","Observed","54.6","1653.9"
"OR","2021-22","2022-08-06","≥75 years","All","All","Observed","53.6","1707.5"
"OR","2021-22","2022-08-13","≥75 years","All","All","Observed","46.9","1754.4"
"OR","2021-22","2022-08-20","≥75 years","All","All","Observed","50.8","1805.2"
"OR","2021-22","2022-08-27","≥75 years","All","All","Observed","36.4","1841.6"
"OR","2021-22","2022-09-03","≥75 years","All","All","Observed","36.4","1878.0"
"OR","2021-22","2022-09-10","≥75 years","All","All","Observed","33.5","1911.5"
"OR","2021-22","2022-09-17","≥75 years","All","All","Observed","34.5","1946.0"
"OR","2021-22","2022-09-24","≥75 years","All","All","Observed","35.4","1981.4"
"OR","2021-22","2022-10-01","≥75 years","All","All","Observed","40.2","2021.6"
"CA","2021-22","2022-10-01","≥75 years","All","All","Observed","30.4","2201.8"
"CA","2021-22","2022-09-24","≥75 years","All","All","Observed","27.8","2171.4"
"CA","2021-22","2022-09-17","≥75 years","All","All","Observed","35.8","2143.6"
"CA","2021-22","2022-09-10","≥75 years","All","All","Observed","45.1","2107.8"
"CA","2021-22","2022-09-03","≥75 years","All","All","Observed","40.9","2062.7"
"CA","2021-22","2022-08-27","≥75 years","All","All","Observed","38.4","2021.8"
"CA","2021-22","2022-08-20","≥75 years","All","All","Observed","46.8","1983.4"
"CA","2021-22","2022-08-13","≥75 years","All","All","Observed","59.0","1936.6"
"CA","2021-22","2022-08-06","≥75 years","All","All","Observed","66.6","1877.6"
"CA","2021-22","2022-07-30","≥75 years","All","All","Observed","75.0","1811.0"
"CA","2021-22","2022-07-23","≥75 years","All","All","Observed","74.6","1736.0"
"CA","2021-22","2022-07-16","≥75 years","All","All","Observed","73.4","1661.3"
"CA","2021-22","2022-07-09","≥75 years","All","All","Observed","67.4","1588.0"
"CA","2021-22","2022-07-02","≥75 years","All","All","Observed","68.7","1520.5"
"CA","2021-22","2022-06-25","≥75 years","All","All","Observed","78.0","1451.8"
"CA","2021-22","2022-06-18","≥75 years","All","All","Observed","58.6","1373.8"
"CA","2021-22","2022-06-11","≥75 years","All","All","Observed","54.4","1315.3"
"CA","2021-22","2022-06-04","≥75 years","All","All","Observed","62.4","1260.9"
"CA","2021-22","2022-05-28","≥75 years","All","All","Observed","54.8","1198.5"
"MD","2021-22","2022-10-01","≥75 years","All","All","Observed","29.3","2118.0"
"MD","2021-22","2022-09-24","≥75 years","All","All","Observed","36.4","2088.7"
"MD","2021-22","2022-09-17","≥75 years","All","All","Observed","29.1","2052.3"
"MD","2021-22","2022-09-10","≥75 years","All","All","Observed","34.6","2023.2"
"MD","2021-22","2022-09-03","≥75 years","All","All","Observed","39.1","1988.6"
"MD","2021-22","2022-08-27","≥75 years","All","All","Observed","39.9","1949.5"
"MD","2021-22","2022-08-20","≥75 years","All","All","Observed","38.4","1909.6"
"MD","2021-22","2022-08-13","≥75 years","All","All","Observed","42.9","1871.2"
"MD","2021-22","2022-08-06","≥75 years","All","All","Observed","53.9","1828.3"
"MD","2021-22","2022-07-30","≥75 years","All","All","Observed","45.4","1774.4"
"MD","2021-22","2022-07-23","≥75 years","All","All","Observed","45.2","1729.0"
"MD","2021-22","2022-07-16","≥75 years","All","All","Observed","40.4","1683.8"
"MD","2021-22","2022-07-09","≥75 years","All","All","Observed","42.1","1643.5"
"MD","2021-22","2022-07-02","≥75 years","All","All","Observed","35.4","1601.3"
"MD","2021-22","2022-06-25","≥75 years","All","All","Observed","37.1","1566.0"
"MD","2021-22","2022-06-18","≥75 years","All","All","Observed","36.6","1528.8"
"MD","2021-22","2022-06-11","≥75 years","All","All","Observed","34.1","1492.2"
"MD","2021-22","2022-06-04","≥75 years","All","All","Observed","31.1","1458.1"
"MD","2021-22","2022-05-28","≥75 years","All","All","Observed","40.4","1427.0"
"MD","2021-22","2022-05-21","≥75 years","All","All","Observed","44.9","1386.6"
"MD","2021-22","2022-05-14","≥75 years","All","All","Observed","34.9","1341.7"
"MD","2021-22","2022-05-07","≥75 years","All","All","Observed","28.8","1306.8"
"MD","2021-22","2022-04-30","≥75 years","All","All","Observed","18.3","1278.0"
"MD","2021-22","2022-04-23","≥75 years","All","All","Observed","16.6","1259.7"
"MD","2021-22","2022-04-16","≥75 years","All","All","Observed","10.5","1243.1"
"MD","2021-22","2022-04-09","≥75 years","All","All","Observed","9.3","1232.6"
"MD","2021-22","2022-04-02","≥75 years","All","All","Observed","7.8","1223.3"
"MD","2021-22","2022-03-26","≥75 years","All","All","Observed","6.0","1215.5"
"MD","2021-22","2022-03-19","≥75 years","All","All","Observed","6.5","1209.5"
"MD","2021-22","2022-03-12","≥75 years","All","All","Observed","12.8","1203.0"
"MD","2021-22","2022-03-05","≥75 years","All","All","Observed","11.3","1190.2"
"MD","2021-22","2022-02-26","≥75 years","All","All","Observed","15.3","1178.9"
"MD","2021-22","2022-02-19","≥75 years","All","All","Observed","22.8","1163.6"
"MD","2021-22","2022-02-12","≥75 years","All","All","Observed","29.3","1140.8"
"MD","2021-22","2022-02-05","≥75 years","All","All","Observed","52.7","1111.4"
"MD","2021-22","2022-01-29","≥75 years","All","All","Observed","67.2","1058.8"
"MD","2021-22","2022-01-22","≥75 years","All","All","Observed","121.2","991.5"
"MD","2021-22","2022-01-15","≥75 years","All","All","Observed","156.3","870.4"
"MD","2021-22","2022-01-08","≥75 years","All","All","Observed","173.3","714.1"
"MD","2021-22","2022-01-01","≥75 years","All","All","Observed","143.0","540.8"
"MD","2021-22","2021-12-25","≥75 years","All","All","Observed","72.7","397.8"
"MD","2021-22","2021-12-18","≥75 years","All","All","Observed","51.2","325.1"
"MD","2021-22","2021-12-11","≥75 years","All","All","Observed","43.6","273.9"
"MD","2021-22","2021-12-04","≥75 years","All","All","Observed","36.1","230.3"
"MD","2021-22","2021-11-27","≥75 years","All","All","Observed","23.8","194.1"
"MD","2021-22","2021-11-20","≥75 years","All","All","Observed","22.8","170.3"
"MD","2021-22","2021-11-13","≥75 years","All","All","Observed","20.3","147.5"
"MD","2021-22","2021-11-06","≥75 years","All","All","Observed","18.1","127.2"
"MD","2021-22","2021-10-30","≥75 years","All","All","Observed","23.8","109.1"
"MD","2021-22","2021-10-23","≥75 years","All","All","Observed","25.8","85.3"
"MD","2021-22","2021-10-16","≥75 years","All","All","Observed","30.6","59.4"
"MD","2021-22","2021-10-09","≥75 years","All","All","Observed","28.8","28.8"
"MN","2021-22","2022-02-19","≥75 years","All","All","Observed","31.6","1239.2"
"MN","2021-22","2022-02-26","≥75 years","All","All","Observed","24.4","1263.6"
"MN","2021-22","2022-03-05","≥75 years","All","All","Observed","26.6","1290.2"
"MN","2021-22","2022-03-12","≥75 years","All","All","Observed","17.7","1308.0"
"MN","2021-22","2022-03-19","≥75 years","All","All","Observed","15.5","1323.5"
"MN","2021-22","2022-03-26","≥75 years","All","All","Observed","12.2","1335.7"
"MN","2021-22","2022-04-02","≥75 years","All","All","Observed","15.5","1351.2"
"MN","2021-22","2022-04-09","≥75 years","All","All","Observed","16.1","1367.3"
"MN","2021-22","2022-04-16","≥75 years","All","All","Observed","21.1","1388.4"
"MN","2021-22","2022-04-23","≥75 years","All","All","Observed","26.6","1415.0"
"MN","2021-22","2022-04-30","≥75 years","All","All","Observed","37.7","1452.7"
"MN","2021-22","2022-05-07","≥75 years","All","All","Observed","49.9","1502.6"
"MN","2021-22","2022-05-14","≥75 years","All","All","Observed","69.9","1572.5"
"MN","2021-22","2022-05-21","≥75 years","All","All","Observed","49.9","1622.4"
"MN","2021-22","2022-05-28","≥75 years","All","All","Observed","47.1","1669.5"
"MN","2021-22","2022-06-04","≥75 years","All","All","Observed","49.9","1719.4"
"MN","2021-22","2022-06-11","≥75 years","All","All","Observed","54.3","1773.7"
"MN","2021-22","2022-06-18","≥75 years","All","All","Observed","36.6","1810.3"
"MN","2021-22","2022-06-25","≥75 years","All","All","Observed","49.9","1860.2"
"MN","2021-22","2022-07-02","≥75 years","All","All","Observed","49.3","1909.6"
"MN","2021-22","2022-07-09","≥75 years","All","All","Observed","53.8","1963.4"
"MN","2021-22","2022-07-16","≥75 years","All","All","Observed","51.6","2014.9"
"MN","2021-22","2022-07-23","≥75 years","All","All","Observed","51.6","2066.5"
"MN","2021-22","2022-07-30","≥75 years","All","All","Observed","58.2","2124.7"
"MN","2021-22","2022-08-06","≥75 years","All","All","Observed","55.4","2180.2"
"MN","2021-22","2022-08-13","≥75 years","All","All","Observed","49.3","2229.5"
"MN","2021-22","2022-08-20","≥75 years","All","All","Observed","58.8","2288.3"
"MN","2021-22","2022-08-27","≥75 years","All","All","Observed","60.4","2348.7"
"MN","2021-22","2022-09-03","≥75 years","All","All","Observed","57.7","2406.4"
"MN","2021-22","2022-09-10","≥75 years","All","All","Observed","58.2","2464.6"
"MN","2021-22","2022-09-17","≥75 years","All","All","Observed","57.1","2521.7"
"MN","2021-22","2022-09-24","≥75 years","All","All","Observed","48.2","2570.0"
"MN","2021-22","2022-10-01","≥75 years","All","All","Observed","59.3","2629.3"
"NM","2021-22","2021-10-09","≥75 years","All","All","Observed","25.8","25.8"
"NM","2021-22","2021-10-16","≥75 years","All","All","Observed","37.6","63.4"
"NM","2021-22","2021-10-23","≥75 years","All","All","Observed","44.1","107.5"
"NM","2021-22","2021-10-30","≥75 years","All","All","Observed","43.0","150.5"
"NM","2021-22","2021-11-06","≥75 years","All","All","Observed","57.0","207.5"
"NM","2021-22","2021-11-13","≥75 years","All","All","Observed","61.3","268.7"
"NM","2021-22","2021-11-20","≥75 years","All","All","Observed","74.2","342.9"
"NM","2021-22","2021-11-27","≥75 years","All","All","Observed","55.9","398.8"
"NM","2021-22","2021-12-04","≥75 years","All","All","Observed","66.6","465.5"
"NM","2021-22","2021-12-11","≥75 years","All","All","Observed","69.9","535.3"
"NM","2021-22","2021-12-18","≥75 years","All","All","Observed","67.7","603.1"
"NM","2021-22","2021-12-25","≥75 years","All","All","Observed","51.6","654.7"
"NM","2021-22","2022-01-01","≥75 years","All","All","Observed","60.2","714.9"
"NM","2021-22","2022-01-08","≥75 years","All","All","Observed","53.7","768.6"
"NM","2021-22","2022-01-15","≥75 years","All","All","Observed","96.7","865.4"
"NM","2021-22","2022-01-22","≥75 years","All","All","Observed","112.9","978.2"
"NM","2021-22","2022-01-29","≥75 years","All","All","Observed","118.2","1096.5"
"NM","2021-22","2022-02-05","≥75 years","All","All","Observed","66.6","1163.1"
"NM","2021-22","2022-02-12","≥75 years","All","All","Observed","54.8","1218.0"
"CA","2021-22","2022-05-21","≥75 years","All","All","Observed","47.2","1143.7"
"CA","2021-22","2022-05-14","≥75 years","All","All","Observed","40.5","1096.5"
"CA","2021-22","2022-05-07","≥75 years","All","All","Observed","31.2","1056.0"
"CA","2021-22","2022-04-30","≥75 years","All","All","Observed","26.1","1024.8"
"CA","2021-22","2022-04-23","≥75 years","All","All","Observed","18.5","998.7"
"CA","2021-22","2022-04-16","≥75 years","All","All","Observed","10.1","980.1"
"CA","2021-22","2022-04-09","≥75 years","All","All","Observed","18.5","970.0"
"CA","2021-22","2022-04-02","≥75 years","All","All","Observed","7.6","951.4"
"CA","2021-22","2022-03-26","≥75 years","All","All","Observed","13.1","943.9"
"CA","2021-22","2022-03-19","≥75 years","All","All","Observed","16.9","930.8"
"CA","2021-22","2022-03-12","≥75 years","All","All","Observed","18.5","913.9"
"CA","2021-22","2022-03-05","≥75 years","All","All","Observed","21.9","895.4"
"CA","2021-22","2022-02-26","≥75 years","All","All","Observed","30.8","873.5"
"CA","2021-22","2022-02-19","≥75 years","All","All","Observed","40.9","842.7"
"CA","2021-22","2022-02-12","≥75 years","All","All","Observed","74.2","801.8"
"CA","2021-22","2022-02-05","≥75 years","All","All","Observed","83.9","727.6"
"CA","2021-22","2022-01-29","≥75 years","All","All","Observed","102.0","643.7"
"CA","2021-22","2022-01-22","≥75 years","All","All","Observed","139.1","541.7"
"CA","2021-22","2022-01-15","≥75 years","All","All","Observed","132.4","402.6"
"CA","2021-22","2022-01-08","≥75 years","All","All","Observed","94.0","270.2"
"CA","2021-22","2022-01-01","≥75 years","All","All","Observed","48.1","176.2"
"CA","2021-22","2021-12-25","≥75 years","All","All","Observed","21.1","128.2"
"CA","2021-22","2021-12-18","≥75 years","All","All","Observed","9.3","107.1"
"CA","2021-22","2021-12-11","≥75 years","All","All","Observed","13.5","97.8"
"CA","2021-22","2021-12-04","≥75 years","All","All","Observed","6.7","84.3"
"CA","2021-22","2021-11-27","≥75 years","All","All","Observed","7.2","77.6"
"CA","2021-22","2021-11-20","≥75 years","All","All","Observed","5.9","70.4"
"CA","2021-22","2021-11-13","≥75 years","All","All","Observed","7.6","64.5"
"CA","2021-22","2021-11-06","≥75 years","All","All","Observed","6.3","56.9"
"CA","2021-22","2021-10-30","≥75 years","All","All","Observed","11.8","50.6"
"CA","2021-22","2021-10-23","≥75 years","All","All","Observed","14.3","38.8"
"CA","2021-22","2021-10-16","≥75 years","All","All","Observed","10.1","24.5"
"CA","2021-22","2021-10-09","≥75 years","All","All","Observed","14.3","14.3"
"CO","2021-22","2022-10-01","≥75 years","All","All","Observed","22.8","2486.0"
"CO","2021-22","2022-09-24","≥75 years","All","All","Observed","24.9","2463.2"
"CO","2021-22","2022-09-17","≥75 years","All","All","Observed","32.0","2438.3"
"CO","2021-22","2022-09-10","≥75 years","All","All","Observed","19.2","2406.2"
"CO","2021-22","2022-09-03","≥75 years","All","All","Observed","23.5","2387.0"
"CO","2021-22","2022-08-27","≥75 years","All","All","Observed","28.5","2363.5"
"CO","2021-22","2022-08-20","≥75 years","All","All","Observed","26.3","2335.0"
"CO","2021-22","2022-08-13","≥75 years","All","All","Observed","43.4","2308.7"
"CO","2021-22","2022-08-06","≥75 years","All","All","Observed","25.6","2265.2"
"CO","2021-22","2022-07-30","≥75 years","All","All","Observed","42.7","2239.6"
"CO","2021-22","2022-07-23","≥75 years","All","All","Observed","47.7","2196.9"
"CO","2021-22","2022-07-16","≥75 years","All","All","Observed","47.7","2149.2"
"CO","2021-22","2022-07-09","≥75 years","All","All","Observed","54.1","2101.4"
"CO","2021-22","2022-07-02","≥75 years","All","All","Observed","40.6","2047.3"
"CO","2021-22","2022-06-25","≥75 years","All","All","Observed","41.3","2006.7"
"CO","2021-22","2022-06-18","≥75 years","All","All","Observed","52.0","1965.4"
"CO","2021-22","2022-06-11","≥75 years","All","All","Observed","64.1","1913.4"
"CO","2021-22","2022-06-04","≥75 years","All","All","Observed","52.0","1849.4"
"CO","2021-22","2022-05-28","≥75 years","All","All","Observed","41.3","1797.4"
"IA","2021-22","2022-05-21","≥75 years","All","All","Observed","56.4","2006.3"
"IA","2021-22","2022-05-14","≥75 years","All","All","Observed","33.8","1950.0"
"IA","2021-22","2022-05-07","≥75 years","All","All","Observed","33.8","1916.1"
"IA","2021-22","2022-04-30","≥75 years","All","All","Observed","56.4","1882.3"
"IA","2021-22","2022-04-23","≥75 years","All","All","Observed","33.8","1826.0"
"IA","2021-22","2022-04-16","≥75 years","All","All","Observed","22.5","1792.2"
"IA","2021-22","2022-04-09","≥75 years","All","All","Observed","0.0","1769.6"
"IA","2021-22","2022-04-02","≥75 years","All","All","Observed","22.5","1769.6"
"IA","2021-22","2022-03-26","≥75 years","All","All","Observed","11.3","1747.1"
"IA","2021-22","2022-03-19","≥75 years","All","All","Observed","33.8","1735.8"
"IA","2021-22","2022-03-12","≥75 years","All","All","Observed","67.6","1702.0"
